,Messages,Time Stamp,Spam
440,double digit taxation expected for tobacco products in order to meet WHO guidelines to bring down tobacco consumption. dont buy it before budget.,21-01-2022 15.06,
441,"ITC would touch Rs 265 shortly buy at this low price, a strong consumer low priced stock.....buy at level 215/212",23-01-2022 16.29,
442,Expecting a increase in exise duty on tobacco products this budget.... so price may dip below 200 befor budget day...,23-01-2022 15.29,
443,Now Tax revenue from cigarette increase for govt as illegal Cigrattee market closed after comes under gst at higher tax rate and cess And That restrictions and fine will not be applied in india and it will only be on paper,22-01-2022 22.13,
444,Great Or some Bad But As market point or itc point of view its great Illegal cigrattee business will Stop Govt are going to Reduce cigarette tax many be Come under gst but in Higher tax rate of 28% Or cess also which is good in Sense which ...&nbsp,22-01-2022 22.05,
445,For Stocks Quarterly result updates more info v.gd/GjmAyK,22-01-2022 21.15,
446,I have told Yesterday about price hike read today on financial express on Google Hul itc and other FMCG company Will Hike Goods price of 20% as hul CEO said that rural economy slowdown In coming budget due to Increased in Expenses of Day to...&nbsp,22-01-2022 21.11,
447,"Major FMCG companies in India are considering yet another round of price hikes in the coming months, as businesses try to stand against the rising inflation. This rise will be anywhere ranging from a meagre 4 per cent to up to 20 per cent. ...&nbsp",22-01-2022 21.06,
448,first i told you to every investor this time budget is very fine for investment and more focus to pharma and fmcg due to 5 state election more bullish before budget railway concerned shares this is my opinion my more opinion is true. thanx.,22-01-2022 16.34,
449,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,22-01-2022 13.01,
450,in 20 years you will get more drunkards divorcees HIV patients and cancer patients..Most of the youngsters will become impotents and will not be able to perform qlso..Society has already become bevarsee,22-01-2022 12.10,
451,Before that Feb 3 all will be over here if taxed heavily in the populist budget expected,22-01-2022 10.57,
452,Better to ban cigarette as many countries have started with Teens. In 20 years you get healthier society.,22-01-2022 10.53,
453,ITC is now lesser dependant on cigarette revenue and is fast emerging as a FMCG company..The intrinsic value of ITC is far beyond 500 per share,21-01-2022 20.05,
454,wait Monday ko kuch chamatkaar hoga shayad vada kuch,21-01-2022 18.04,
455,"ITC came to its home again 217 level. This is last time ITC is available at 217. Next Monday onwards, it is to fly. ITC is a consistent profit making diversified sustainable company. Why one expects demerger???? With demerger of businesses,...&nbsp",21-01-2022 14.22,
456,yes.. i agree with u...same kotak...also,21-01-2022 16.56,
457,He bhagawan ITC investors ko shakti do........share price Rs 5 dekhane ki shakti pradan kar,21-01-2022 16.35,
458,Cigarette tax badhanes ITC investors ka kya hoga....bhagawan ko hi pata hoga,21-01-2022 16.33,
459,ITC investors ka blood bath huwa hai...dalal Street par,21-01-2022 16.31,
460,Dekho bhi operator kuch bhi ukar le mujhse sell nahi karwa skta wo bhi itc share bhale isse 180 tk hee kyo naa leke Jaye Apne investment kaa 3 times aur buy karunga but jabtk Mera price naa aajaye tbtk loss mai toh sell nahi karne wala but ...&nbsp,21-01-2022 16.29,
461,Positive movement expected due to high delivery percentage accumulate for more info v.gd/GjmAyK,21-01-2022 14.53,
462,Dalal Street in fears.... blood bath.....if hike in tobacco taxes.....to abhi kya pani hai kya blood ki jagha pe,21-01-2022 16.27,
463,Momentum in this script with good moving average keep in watch list for more info v.gd/GjmAyK,21-01-2022 13.49,
464,Till Puri is there nothing going to happen. Stay away,21-01-2022 13.47,
465,I am sure Itc touch that level I have mentioned at the end market comes and close Green ,21-01-2022 13.03,
466,Currently trading at lower price due to industry dynamics. But the stock has a long term upside potential for more info v.gd/GjmAyK,21-01-2022 12.50,
467,For Stocks Quarterly result updates more info v.gd/GjmAyK,21-01-2022 12.47,
468,"Market is highly volatile , So cant predict the things but if todays low broken then support is 208-12",21-01-2022 12.22,
469,"ITC Ltd : Intra Day Target : 221 , buy call given today to make good profits in this counter.",21-01-2022 12.21,
470,Buy ITC with target of 221 & stop loss at 217........visit goyaltips....,21-01-2022 12.04,
471,"Today ITC will close above 226. All buyers tighten their seat belt, its going to fly at high speed. All sellers should get down or else they will not be saved",21-01-2022 11.52,
472,BUY PREFERED ONLY IF IT CROSS 225 AND CLOSED ABOVE IT ... OTHEREWISE ITS LOOSING OPPRTUNITIES...THINK YOURSELF,21-01-2022 11.33,
473,BUY BHARTI FOR 250 PROFIT ACHIEVING POINT WITH ANALYST ......... bnfs.at/891c,21-01-2022 9.38,
474,"In new Era of Crypto, Trading has become familiar with everyone however the right corner is still at right place which is .......bnfs.at/891c",21-01-2022 9.37,
475,This time there will very less Dividend from ITC & it may be postponed till yearly results sometime in July 2022 ...For the Strengthen of the Company CashFlow for Forth Coming Acquisitions,21-01-2022 8.46,
476,ITC is a Slow poison .... Buy ITC for the Taste ... happy investing,21-01-2022 8.42,
477,sell ITC target 199 sl 226,21-01-2022 8.38,
478,"I hope some thing good announcement may be given according to budget session , that is the reason board meeting as been conducted after budget session.",21-01-2022 8.11,
479,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,21-01-2022 7.39,
480,ITC ki arthi ko kandha do.....mar gaya hai itc now,21-01-2022 0.26,
481,ITC is the dead stock and management too.....no hopes from itc,21-01-2022 0.25,
482,HUL gave good results... Will ITC follow it? If HUL run tomorrow then ITC also? ITC ka dividend and results will announce on 2Feb,20-01-2022 21.48,
483,Sell ITC with target of 216 & stop loss at 220.......visit goyaltips..,20-01-2022 18.11,
484,I feel that ITC has tested patience of retail investors up to the worst possible level. With this it may be concluded most of retail genuine investors even with full of patience have taken exit with so long timeframe and operators might hav...&nbsp,20-01-2022 18.10,
485,"ITC has asked the telecom regulator to reserve spectrum for enterprises such as itself at a nominal cost , so that they can control and deploy their own dedicated private cellular networks based on their in-house capabilities",20-01-2022 17.12,
486,"The brokerage firm retains add rating on the stock and price target of Rs 250, which implies gains of 14 percent from current levels",20-01-2022 17.11,
487,icici securities gave ITC targets of 250 which is one year frame. hopefully we get this after budget,20-01-2022 15.47,
488,i am working on making the long term portfolio design for fresh investment bnfs.at/891c,20-01-2022 15.36,
489,The best portfolio rebalancing strategy is here... bnf index on fire as well bnfs.at/891c,20-01-2022 15.33,
490,"Guys, please spread my posts on ICICI securities and Icicidirect recommendations in other stocks forums if you agree with me.",20-01-2022 15.13,
491,"ICICI gave a target of 1400 a month back for Indusind bank. See what is the stock price, its below 900 now. Number 1 fraud analyst.",20-01-2022 15.05,
492,"next time when you see ICICI recommendations, do exactly opposite and you will earn for sure.",20-01-2022 14.53,
493,Kya reversals aayega today at the end sabhi resistance ko todke boss banega Aaj jo dikhega wo hoga nahi aur jo hoga wo dikhega nahi,20-01-2022 11.53,
494,"Waste efforts, without any firm plans calling a meeting is just more damaging. MD should be kicked out as soon as possible. Why BAT, LIC, SUTI are still not putting their pressure ?",20-01-2022 11.42,
495,inside news itc will called share holder meet..,20-01-2022 11.38,
496,Ibull Hsg Fin ITC operator ko lath marke age gaya. Silly shorters.,20-01-2022 11.04,
497,sell sell or sell karo isko abhi nooo buy mere hisab se shayad ye 204 tak aayega..,20-01-2022 10.53,
498,"UC in ITC, Kisiki ITC operators ka aukath nahi UC udane ke liye. Its out of their capability. All are MDs pimps. Just waste. When good news were there they could not move up even 2-3 Rs.",20-01-2022 10.43,
499,I am Not  Joking Itc will hit Uc Today Possibility With one analyst said sell Mithesh thakkar means buy This hit Uc I am Always opposite of analyst Bcoz Itc dont want there comment Bcoz They are Jhoothe as per itc,20-01-2022 9.37,
500,Today we can see a short circuit in this counter. ,20-01-2022 9.26,
501,First time in life  itc will touch upper circuit today,20-01-2022 9.20,
502,Todays opening will be gap up by 2.5 points.. Then will go to 225/-..,20-01-2022 8.56,
503,ITC 225 CE BUY 2.00 SL 1.20 TGT 7 PLUS,19-01-2022 13.45,
504,"What crap shorters,5 times fake sell orders created and pressurising. Bull shit, yesterday made several crores and today also they want cake. Hell with these people",19-01-2022 14.16,
505,"itc will end in red, ICICI securities recommendation was a trap. how many guys added new positions based on this fraud analyst recommendations?.",19-01-2022 13.50,
506,ITC showing strength now and safety is assured.Buy for minimum 4% gain in last 2 sessions of this week,19-01-2022 13.47,
507,When market is negative ITC is only dfensive stocks. All will be buying now this.,19-01-2022 13.45,
508,"yes, they gave a target above 400 when Bandhan bank was about to crash. Similarly to BPCL and indusind bank.",19-01-2022 13.30,
509,Are you true Analyst? It has to go up only.,19-01-2022 13.29,
510,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,19-01-2022 13.27,
511,"ICICI securities is interested in making the money for themselves , they had recommended Engineers India Ltd since long but still its struggling at 70 level",19-01-2022 13.22,
512,Highly operated stock it is only safe below 210,19-01-2022 13.21,
513,"buy for one week at current price, ...",19-01-2022 12.07,
514,ITC Ltd will touch in intra day trade today. Buy buy buy in this counter.,19-01-2022 12.05,
515,Itc is Planning to introduce itc hospital in india same as hotel source what u all thought on this news,19-01-2022 12.04,
516,Indide news...Demerger plan is ready and will announce in next board meeting...,19-01-2022 11.37,
517,why cant all retailer call egm when invesco can in itc all shareholders are retailer. so there may be any procedure for this,19-01-2022 11.32,
518,adani green crossed 3 lakh crore power of demerger. what adani did it was lesson to all . itc still believe in old techniques,19-01-2022 11.27,
519,"best price to enter is at 215 for short term till results day..even if rallays you will get enough opportunities to enter at lower price..this is like use and throw shit ,it rally during news and trade in range and always bound to be in neg...&nbsp",19-01-2022 11.21,
520,today can go 215 next 205 as budget is on head taxes must be increased by gov.,19-01-2022 11.06,
521,Already know this 90% people are buying in f&O or that 10% will earn Bcoz its itc so retailers who trade in F&O always loose Bcoz they are always on buy side the game will continue same Ready for big downside retailers jabtk road pe naa aaj...&nbsp,19-01-2022 11.04,
522,Challenge market comes downside more itc at 216 just wait and watch and wrong expectations with good share always harmful its only good as company but not a market share point of view,19-01-2022 10.57,
523,Sanjiv Puri should be removed by calling an EGM by the shareholders.,18-01-2022 19.29,
524,always tend go downside upon nifty changes but not on upper side..better sell and wait.for 100.. is share ka aukaat wahi hai..somany shares gone upside but not this..,18-01-2022 17.57,
525,Just wait to Go to zero  When it slides towards below 200 level not far from now only 10 days remaining and then buy there at 182-190 a big bang rally expected from that level,18-01-2022 17.44,
526,Worst company....worst management and worst analysis on ITC,18-01-2022 16.08,
527,All shareholders of ITC... please book profit in crores by selling the script.,18-01-2022 16.04,
528,Target for ITC this year is Rs 10 sl 221/221.05/221.10,18-01-2022 16.01,
529,ITC the dabba..... Ghanchakkar.....big zero company and its management.....,18-01-2022 15.59,
530,finofreedom wesbite ke frustrated investor corner me kya killer satire (comic) blogs hai ITC ke upar.. padh kar ke mood relax ho gaya. google finofreedom and then enter in frustrated investor section. padho mood realxing hai.,14-01-2022 18.01,
531,"Hi, Im holding 230ce Feb expiry at 5.70 and today it went 7.35 and missed to book profit. now its running loss. shall I hold?",18-01-2022 15.48,
532,there is pre budget mkt correction coming. it may dent our profits so it is better to book. and enjoy,18-01-2022 15.34,
533,"ITC Ltd : Intra Day Target : 225 , buy buy call given today for good intra day profits.",18-01-2022 12.18,
534,If this md will not regisn till no buyback no Demerger happened I have seen this feku person interview previously his intension is not to do anything u all will just wait and watch only he is a good speaker nothing more to do need some youn...&nbsp,18-01-2022 12.14,
535,Eager to see dear Sir but eyes becoming weaker and weaker ... ):,18-01-2022 12.11,
536,I personally challenge to all this company share price never increase reason read this stupid coming doing with shareholders and collecting shares regularly and we are demanding buyback kuch nahi ho skta jbtk ye md ko regisn Dene nahi bolog...&nbsp,18-01-2022 12.11,
537,The commodities price inflation and weak demand are hurting FMCG Companies and both of these are seemingly going to persist for long period as no amiable solution for either of them is available with the world at present. India in general w...&nbsp,18-01-2022 10.58,
538,"Any other tom dick shares, have a hopes when falls from day high to reach there again. But in ITC there are defenders, every body wants to short and go home. It will take days, months, years together to reach the day high. All traders are p...&nbsp",18-01-2022 10.33,
539,Dont try to take revenge with markets. You would end up punished again.,18-01-2022 10.25,
540,See big upside in ITC between today/ tomorrow. Should go to 230-235-240,18-01-2022 10.11,
541,"Indication a strong price strength, Check RSI. for more info v.gd/GjmAyK",18-01-2022 10.03,
542,"It can do wonders if that incompetent CEO step out or majority share holders push him out. On his own he never step out as he is not employable elsewhere,",18-01-2022 9.50,
543,IndusInd bank 956 and target will be 1000/1060/1100 ForAny HelpOrTips wtzzp.. 73OO7: 311 44,17-01-2022 15.53,
544,"Zeel cmp 350 and tomorrow morning will come 360/370 , for anyHelpOrtips wtzp... 73OO 73:1144",17-01-2022 15.53,
545,"Buy beml cmp 1893 and next tgt 2000/2100 soon , for any helpOrTips wtzp.. 73OO73 :11:44",17-01-2022 15.52,
546,"Now, this seems to be the right time for ITC stock to fly as TATAsteel and Sail stocks flew after long time slow performing at constant level.",17-01-2022 15.45,
547,day target of achieved today to all my followers ...stay tuned for m ore updates on this stock.,17-01-2022 14.52,
548,"Entire Indian market is effcted just due to HDFC Bank and HDFC . A small fall of Rs1-2 in this takes down all stocks. Where as in Bank nifty Van bank, State bank and other stocks are firm wile these were falling. ITC is most affected due to...&nbsp",17-01-2022 14.47,
549,ITC 2023 target 390 dont sell suddenly gone up,17-01-2022 14.42,
550,Stock Market latest news for more info v.gd/GjmAyK,17-01-2022 13.58,
551,Expect ITC to touch 232 by today and 254 by Friday..,17-01-2022 13.31,
552,"lets hope ITC clears first resistance on a closing basis. looking good on charts .. after 127 it can make a sharp upmove to 240 lto 259 levels by friday Besides, ITC is a great stock to hold for long term investors. it is the only stock in ...&nbsp",17-01-2022 12.31,
553,"ITC Ltd : Intra Day Target : , buy call given today for very good intra day gains.",17-01-2022 11.51,
554,Unlikely scenario analysis developed strong analytical skills developed strong. How? ..........bnfs.at/891c,17-01-2022 11.36,
555,Fundamentally strong stock add at every dips for long term for more... bnfs.at/891c,17-01-2022 11.36,
556,"ITC operators are keeping up the price constant and waiting for nifty to fall so that they can take it down, short sell and force others to sell off",17-01-2022 11.27,
557,"Good to see no one investing in this horse shit, let alone the operator play and enjoy buying and selling",17-01-2022 11.18,
558,Safe venture bet least PE in FMCG area go long...our Channel keeps on giving the best Market refreshes bnfs.at/891c,17-01-2022 9.48,
559,Sanjiv Puri also addressed this issue of Illegal cigrattee market growing up due to increased in Taxes In front of pm and Fm and letter To the taxation Panel group in His latest meeting source said Sanjiv puri have urged govt to think about...&nbsp,17-01-2022 9.43,
560,Impact of Covid left an strong impact on PHARMA sector the charts and volume bar reflects same. To know more for more info v.gd/GjmAyK,17-01-2022 9.06,
561,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,17-01-2022 7.50,
562,Your assumptions are absolutely correct. Govt has not been able to stop smuggling of Cigarettes. Therefore it looses tax revenue. Indian farmers and the industry looses. Therefore any increase will make smuggling of Cigarettes much more luc...&nbsp,17-01-2022 5.05,
563,Buy ITC at the rate of 222 for long term view minimum 10 years for the target price of,15-01-2022 23.12,
564,sell this junk and invest in better perfoming stock. no upside even in bullmarket,15-01-2022 23.10,
565,ITC target for long term after 10 years is sl,15-01-2022 23.08,
566,Buy ITC at 222 for long term 10 years for target,15-01-2022 23.05,
567,"Nothing will happen. ITC will remain rangebound around  230 unless demerger is categorically anounced with a broad time frame. Im holding this stock for 5 years. As long as Puri is heading ITC , you can forget demerger. Puri will not all...&nbsp",15-01-2022 22.28,
568,ITC GOOD FUNDAMENTAL KEEP ACCUMULATE AT EVERY DIP FOR LONG TURM INVESTMENT........,15-01-2022 22.18,
569,GIRNAY ME DARR... NAHI LAGTA SAHAB ! UDNE ME LAGTA HAI. AAKHIR OPRATERS LOGON NE PYAAR JO ITNA DIYAA HAI MUJHE. KASAM HAI MUJHE SANJIV PURI KI AGAR MAI JHOOT BOLU. PHIR SEBI Ki BHI ITNI KRIPA HAI MUJH PE JO MERE JAISE NAALAYAK KO ABHI TAK G...&nbsp,15-01-2022 20.31,
570,bulk me ITC liya at the rate of 220 for long term view minimum 5 years for the target price of 210,15-01-2022 18.36,
571,Buy ITC fast and sell by Sunday night ....just for Notional Gain else Monday to Friday it make U cry,15-01-2022 18.03,
572,Sureshot!!! Buy ITC 222 for target price of 232 by 31st Jan 2022. For more profitable call ezY2qpBKDXkyMDA0,15-01-2022 3.26,
573,dont fall in trap..stay away from capital blocking stock..better invest in FD for stress free good returns,14-01-2022 14.03,
574,It is high time to walk the talk after the analyst meet last month by ITC. Q3 results will be outstanding and shareholders are expecting a bonus from ITC. Buy ITC as it is heading to Rs.245.,14-01-2022 10.03,
575,Last Year ITC Same Qtr Rs 5 paid as interim dividend. This time we can expect Rs 6 as interim dividend.,14-01-2022 12.30,
576,PMC fincrop next multibigger stock target RS.10 plus March 2022 buy and hold once again RS.100 plus next 2 years bnfs.at/891c,14-01-2022 12.56,
577,vCrude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cost Crude oil Beneficiaries like ongc gail and bpcl will fire. Want to know more beneficiary cos ..bnfs.at/891c,14-01-2022 12.56,
578,Now I am going to stick the words ITC on a kite and will see if it flies high or not ?!!,14-01-2022 12.55,
579,Well this stock has been the worst performer of the index. This should be out of the index as soon as possible. May be this stock has been great performer in years but since last number of years this ha been a great laggard. People have los...&nbsp,14-01-2022 12.24,
580,Where will it close today?,14-01-2022 12.09,
581,extremely irritating and poor show by this stock ... hope soon something will come out better ...,14-01-2022 11.28,
582,Again & Again I am saying buy coal india Huge upside waiting there those people have expectations from itc will be fulfilled by coal india in next 2 months reason is many there Huge turnaround story same as steel sector 400 rs is no far the...&nbsp,14-01-2022 11.22,
583,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,13-01-2022 21.36,
584,"why itc give too many adds ??? iss itc management got commission in it,does itc products remains unsold if it stop or reduce giving advertisements ,itc plz reduce ur advertisements expenditure nd focus on upbringing of ur share",13-01-2022 21.20,
585,always sell r king in this stock sell future or ce r good Idea from last 10years,13-01-2022 19.26,
586,The stock is showing 25% less price than 3 year ago ... Thats the painspot of genuine investors ... It is must now for ITC to change the pattern ...,13-01-2022 19.17,
587,Have been holding this stock for 5years and has been my worst performing stock. Perhaps I have to leave it for my grandchildren unless their a change in ITC leadership. All the management had to do was to give a time window for demerger of ...&nbsp,13-01-2022 18.51,
588,"if certain sectors are not nurtured and financial flows are not maintained to these, there could be a risk of these businesses reaching a no-returns stage and thus an erosion in the supply-side of the economy.",13-01-2022 17.48,
589,This stock is a very good choice to your portfolio ...buy at current levels for Good investment For AnyTips OrHelp wtzp... 73OO7 :311 :44,13-01-2022 17.44,
590,Why ITC management is sitting quietly they dont want there shares should rise on stock mkt when they have excellent working there only one demerger of ITC INFOTECH can take the stock to 350 level its high time Sanjeev Puri you think for you...&nbsp,13-01-2022 15.22,
591,Long buildup is seen and some mis-interpretation also .... expect 228 - 233 soon ...,13-01-2022 14.37,
592,Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,13-01-2022 14.33,
593,Koi Toh Market kaa Ambani hoga jo iske free float shares ko absorb karke 1000 tk le jaa ske,13-01-2022 12.38,
594,To know the stocks details and updates for more info v.gd/GjmAyK,13-01-2022 12.33,
595,"Yes, It should happen certainly because it has become very tedious job now to watch ITC equity price ....",13-01-2022 12.25,
596,"Have I not told joker traders, when market strt to reverse from top, these people are trying to pull it up. What a folls like its management.",13-01-2022 12.24,
597,Ankit 2122.. Do you think it requires a great deal of imagination and skill for the management to come out with a buy back plan for a cash rich company like ITC? Do you think they do not know the psychological value of a buy back? Ofcourse ...&nbsp,13-01-2022 12.18,
598,After the departure of Late Sri Deveshar ex CEO from ITC board company have fail to shown any positive market friendly development to present stakeholders. Need present management to think in this direction.,13-01-2022 12.16,
599,"Joke of this ITC is its traders too, just see the market has moved from 18170 levels to 18248, ITC is being shorted and bringing down making new lows. What a crap traders. No sensitivity to markets. Fools.",13-01-2022 12.03,
600,Tomorrow be ready all operator for strong upper circuit be ready for retailer buying opportunity........bnfs.at/891c,13-01-2022 12.10,
601,BUY BHARTI FOR 250 PROFIT ACHIEVING POINT WITH ANALYST TELGRRM.......... bnfs.at/891c,13-01-2022 12.10,
602,Some business house take over ITC and fire CEO and all directors that will give great satisfaction for shareholders. He will not quit as he is not fit for hiring in any company based on the performance of ITC,13-01-2022 11.59,
603,"Stock market doesnt only teaches to make money but it also teaches lot about life, patience, persistence and wisdom.",13-01-2022 10.32,
604,Knowing when to sell is much harder than knowing when to buy.,13-01-2022 10.32,
605,Some thing very strange is happening in ITC which we general public not aware. Del% yesterday was 67%. Some big party is playing very big or some good news is is awaited from management ?,13-01-2022 10.22,
606,Its high time for ITC to declare a bonus to shareholders and higher dividend so time to buy ITC as it will cross Rs.250 after Q3 results which will be the best ever in terms of revenues and net profits.,13-01-2022 10.05,
607,One month before one analyst I forget the name has given target for itc 250 in One month trap call I suggest dont buy Itc till it not close Above paisa otherwise badly u will trap here Bcoz most chance of itc to come back and break 200 and ...&nbsp,13-01-2022 10.04,
608,FOR GOOD PROFIT BUY ITC AND GOOD SUPPORT AROUND 230 - 250,13-01-2022 10.04,
609,FOR GOOD PROFIT BUY ITC AND GOOD SUPPORT AROUND 230 - 250,13-01-2022 10.04,
610,Buy ITC as Q3 results will beat street estimates as ITC should cross Rs.250 and head to Rs.265 from where it corrected.,13-01-2022 10.01,
611,"we need buyback, not dividend, not expansion but buyback. take 10% shares out of market every year.",13-01-2022 9.33,
612,Tor Taar ke Sanjiv puri kee Gali Itc hangne chali Wait for market correction Losse motion start for itc and come back from 234-235 level towards 190 Level  Confirm,13-01-2022 9.26,
613,ITC has tested lot of patience... Now it should show its potential ,12-01-2022 20.12,
614,When will there be buy back by ITC? Why management is not considering buyback of shares on priority basis and management is beating around the bush talking this that for increasing share price.,12-01-2022 19.26,
615,"jab kisi ko feeling aayi hai ki stock upar jayega, uski humesha thukki hai.. trust only charts not feelings in stock market. thats why only 5% earn in stocks rest lose",12-01-2022 18.48,
616,"ITC started bingo wafers , but there marketing is not like Halidram instead of making plant based meat items they should have concentrated on regular items which Halidram , garden , chheda are making its proper Indian mkt taste they should ...&nbsp",12-01-2022 17.27,
617,TAKE DAILY 6k TO 8k PROFIT WITH 50k INVESTMENT bnfs.at/fnt9,12-01-2022 15.53,
618,sanjiv puri sahab ko bauyback plan lana chahiye atleast 50k cr.then it is called they are working for investor.,12-01-2022 15.21,
619,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,12-01-2022 14.37,
620,"bekar script with bakwass management,sab investors ka wealth desrteoyer",12-01-2022 14.21,
621,: Maybe next time you will get better profits if you trade with more investable money. Its plain maths ratio,12-01-2022 14.05,
622,Sanjiv puri is even not facing Media to give the answer of their tough question Answer that what they have done to create shareholders value Creation,12-01-2022 13.49,
623,260/275 by jan end its been a long wait but dividend makes it worthwhile,12-01-2022 9.53,
624,WHAT A SUPER CALL GIVEN ON ITC FOR INTRDAY .65 PAISE PROFIT BOOK,12-01-2022 11.47,
625,"ITC Ltd : Short term target : 290 , buy call given.",12-01-2022 11.43,
626,"ITC Ltd : Intra Day Target : 224, buy call given today in this counter for decent to good intra day gains.",12-01-2022 11.43,
627,itc will touch 275 January expiry and if sustain then 350 confirm before 10 Feb mark my word uthalo jitna ho sake,12-01-2022 11.42,
628,khela suru non stop two forty five.haaaaa,12-01-2022 11.34,
629,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,12-01-2022 10.28,
630,Isme Phir se long build-up hua hai again ye 220 ke niche jaayega 100  Bcoz Log ne 220 Ke sl Ke saath long kiya hai  Ye jhatka dega then hee move Karega dekh lena,12-01-2022 10.04,
631,Okkk Good But how u know just in 3-4 months Bcoz from 2 years waiting now u sure haha but if u believe it will not go up where u not beleive they will go up for ex Suzlon voda idea and many more ex just check and people beleive in itc what ...&nbsp,12-01-2022 9.58,
632,When money control users vote for sell it would be a buy for me . So buying at current price. In addition there are lot of buy call from brokerages.,12-01-2022 9.56,
633,Buy Itc Immediately at current time Current level Target Rs 300 Rs Itc is going to announce a 20 k Crore buyback plan from cash reserve Which will boost share price and absorbed free float share as suggestions during AGM Source said May be ...&nbsp,11-01-2022 23.42,
634,Don t give any weight to market forecasts. All opinion pro and con is already built into the price of equities today,11-01-2022 23.18,
635,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,11-01-2022 21.42,
636,IndusInd bank 956 and target will be 1000/1060/1100 ForAny HelpOrTips wtzzp.. 73OO7: 311 44,11-01-2022 18.13,
637,"lets make phenomenal gains together on high conviction opportunities amd grow big together, For AnyTips OrHelp wtzp... 73OO7 :311 :44",11-01-2022 20.57,
638,no to packaged food. it increses icidity . and thus make our body less immuned.. any packaged and stale food is harmful.. pl see the video of KANGEN water . it will s all there. only way to protect at this time is to drink as much as you ca...&nbsp,11-01-2022 19.32,
639,Icici bank 720 cmp looking for 760/770 at my target forAnyHelp OrTips wtzp..... 73OO7 :31144,11-01-2022 18.50,
640,2120 Feb 31 st you get next dividend good luck,11-01-2022 18.34,
641,"Hello All my friend, Any clue about next dividend of ITC?",11-01-2022 18.13,
642,IndusInd bank 956 and target will be 1000/1060/1100 ForAny HelpOrTips wtzzp.. 73OO7: 311 44,11-01-2022 17.31,
643,Investing is not an easy mind game ....it requires patience to feel the power of stock market..... bnfs.at/891c,11-01-2022 14.03,
644,"The supreme court case for gtl infra vs ed arc, gtl infra side case handled by abhishek manu singhvi, which means manoj t has strong support.... bnfs.at/891c",11-01-2022 14.03,
645,Dont buy for long term now wait for few moments and dip with right levels...,11-01-2022 13.52,
646,ITC SENSEX 30K 220 2010 ITC SENSEX 50K 220 2020 ITC SENSEX 60K 220 2022. SO EXIT and BUY at lower levels.,11-01-2022 13.41,
647,Haha ITC is a monument cant go anywhere. See Greavecotton one of long laggard turned into gold from 132 to 234 in just 20 days. still some other also moved well TATAPOWER. I will buy at low level as puri will taken decision on demrger may b...&nbsp,11-01-2022 13.37,
648,Today anytime this will go up like rocket.. Just have patience... Good day..,11-01-2022 12.49,
649,"Its total manipulation on daily basis by some big traders, they will sell in the morning and kick it down by at least Rs.4-5, then square up. It will slightly go up. All agencies are booked by these guys, SEBi can not touch these people.",11-01-2022 12.36,
650,ITC GOOD FUNDMENTAL BUY AT CMP 222 TGT 230-240-250 SL 215 MORE INFO AT TTEELLLEEGGRRAAMM v.gd/2OfFD6,11-01-2022 12.35,
651,this Stock is ready for more actions in coming week let the Nifty cross 1770 levels.. for more live market updatez & tipxz wtzpp on 84454:92O56,11-01-2022 12.25,
652,"Q3FY22 Results estimates : Net Sales are expected to increase by 7 percent Y-o-Y (up 1.8 percent Q-o-Q) to Rs 14,844.4 crore",11-01-2022 12.12,
653,"What a cheap attitude by shorters. When was about to take good move, bringing down for petty gains. Shame on you habitual ITC shorters management pimps.",11-01-2022 10.50,
654,ITC safe investment bet lowest PE in FMCG sector go long for 300 target more info Chek detls tlee-gram neha0103,10-01-2022 18.51,
655,ITC is moving as per Bank Nifty better it is to add in that index. It has no relevance in Nifty50. Shame on operators,11-01-2022 9.44,
656,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,11-01-2022 9.03,
657,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,11-01-2022 7.39,
658,Looking weak from here with low delivery volume high chances of short sell possible here for more info v.gd/GjmAyK,11-01-2022 7.21,
659,Quarterly result will start soon to get the latest updates more info v.gd/GjmAyK,10-01-2022 23.14,
660,at 225 there is higest open interesrt in put......,10-01-2022 22.31,
661,Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,10-01-2022 21.58,
